2021-05-15	Recent positive crossover of 50-SMA with 200-SMA on hourly charts is a bullish sign for Nifty: Mehul Kothari of AnandRathi. 28 stocks in BSE500 index rose 10-30% as small, midcaps outperform. Nifty needs decisive breakout above 15,000 for strong uptrend, bet on these 3 stock ideas for next week
2021-05-14	Ideas for profit | Lupin: Focus on inhalation & biosimilars to aid margins in medium term. Simply Save | Will docking away 20 percent of fund manager’s salary really help investor?. Gainers & Losers: 10 stocks that moved most on May 14. After The Bell: Markets close mixed, what should investors do on Monday?. Buy UPL; target of Rs 850: Dolat Capital Market. Buy DCB bank; target of Rs 160: Dolat Capital Market. Buy CSB Bank; target of Rs 330: Dolat Capital Market. Buy United Breweries; target of Rs 1504: Dolat Capital Market. Buy Axis Bank; target of Rs 875: Dolat Capital Market. Buy Tech Mahindra; target of Rs 1060: Dolat Capital Market. RIL share price rises after Jio announces 2 offers for its customers. A sugar high for these 6 stocks, surge over 60% in a month. Sun Pharma Advanced announces positive results from phase 3 clinical trial; share price falls nearly 9%. Dr Reddy's Labs share price gains as Sputnik V vaccine is launched in India. UPL stock price spikes 9% to 52-week high after earnings beat estimates. How should your COVID-proof portfolio look like? Here are 2 options. Asian Paints shares jump 9% on Q4 results; here's what brokerages have to say after numbers beat estimates. Aviation stocks trade mixed as GoAir files DRHP for Rs 3,600-crore IPO. Buy USDINR; target of: 73.90 - 74.00: ICICI Direct. What should investors do with Lupin post Q2 result: buy, sell or hold?. Happiest Minds – Can it run more after the stellar rally?. Govt assures availability of over 2 billion doses of vaccine this year: BFSI, auto and cement could see renewed buying interest. Buzzing Stocks: L&T, Dr Reddy's Labs, JSPL and others that will be in focus today. Trade Spotlight: What should investors do with Godrej Consumer Products, Godrej Industries & Siemens?. Hot Stocks: Here's why MGL, Maruti Suzuki & Cipla are top stocks to buy on Friday
2021-05-13	Buy Nippon Life India Asset Management: target of Rs 418: Sharekhan. Buy Gateway Distriparks: target of Rs 235: Sharekhan. Buy Castrol India: target of Rs 150: Sharekhan. Buy TVS Motor Company: target of Rs 688: Sharekhan. Buy Sanofi India: target of Rs 9600: Sharekhan. Buy Britannia Industries: target of Rs 4200: Sharekhan. Buy Maruti Suzuki India: target of Rs 8587: Sharekhan. Buy Bajaj Finance: target of Rs 6000: Sharekhan. Buy Tech Mahindra: target of Rs 1150: Sharekhan. SBI, Lupin, Bharti Airtel, ACC among Axis Securities' top picks for 14-34% upside
2021-05-12	Meet Sudhir Sitapati, Godrej consumer’s new top boss. Ideas for profit | CSB Bank: Enough triggers for further stock re-rating?. After The Bell: Nifty below 14700 levels; what should investors do on Friday?. Gainers & Losers: 10 stocks that moved most on May 12. Vaccine Update | Panacea Biotech share price up 5% after govt pushes for ramp up in production of COVAXIN. Cadila shares rally 7% as Multiples PE, CPPIB & Rakesh Jhunjhunwala to buy animal Healthcare business. Will Taiwan's COVID-19 warning impact Indian markets? Here's what experts say. Dishman Carbogen shares tumble 10% after reporting net loss of Rs 135.02 crore in Q4. 11 iron & steel companies share price up more than 75% in 3 months. Taiwan, Moody’s cut in India GDP forecasts weigh on markets. FIIs raise stake in over 60% of Nifty50 firms in March quarter, ownership back to pre-COVID levels in Nifty500. Equity MF inflows dip in April; will pick up once COVID situation eases, say experts. Godrej Consumer share price hits upper circuit after 59% jump in Q4 profit. CSB posts stellar earnings; will the stock get rerated further?. Buy USDINR; target of: 73.70 - 73.80 : ICICI Direct. What should investors do with Siemens post Q2 result: buy, sell or hold?. Trade Spotlight: What should investors do with Praj Industries, BHEL and SpiceJet?. Buzzing Stocks: Asian Paints, Infosys, Godrej Consumer and others that will be in focus today. DAILY VOICE: Earnings downgrades could happen in COVID affected sectors in upcoming quarter: Dr. Vikas Gupta of OmniScience Capital. Hot Stocks: BPCL, Mangalore Chemicals and NHPC top buys for short term; here’s why
2021-05-11	FANGS and BATS sell-off spooks world stocks. After The Bell: Nifty below 14,900, what should investors do on Wednesday?. Taking Stock | Market snaps four-day winning streak; mid, smallcaps outperform. Gainers & Losers: 10 stocks that moved most on May 11. Buy ICICI Bank; target of Rs 700: Dolat Capital Market. LIC's shareholding in listed companies hit all-time low, but it increased stake in 10 firms in Q4. Buy Rallis India target of Rs 321: Prabhudas Lilladher. Agri Picks Report: Geojit. IndiGo operator InterGlobe Aviation to raise Rs 3,000 crore via QIP, Centrum downgrades stock to 'reduce'. Foreign brokerages raise target price on these 5 stocks. L&T Infotech: Why we sense an opportunity in the current weakness. HSIL share price jumps 7% after net profit surges to Rs 33 crore. EIH: Is the quality hotel stock worth a look at this juncture?. Gold price today: Yellow metal trades flat, buy for a target of Rs 48,200: Experts. Buy USDINR; target of: 73.90 -74.00 : ICICI Direct. Sun Pharma share price hits new 52-week high after getting licence to produce low-cost COVID-19 drug. 'Sell in May & Go Away': Will bears dominate D-Street this month?. Trade Spotlight: What should investors do with Hindustan Copper, Praj Industries & Angel Broking?. Hot Stocks | Natco Pharma, Dredging Corporation, Hatsun Agro can give up to 28% return in short term
2021-05-10	Dow Jones hits record high as materials, energy stocks jump. After The Bell: 15k breakout crucial for bulls, what should investors do on Tuesday?. Gainers & Losers: 10 stocks that moved most on May 10. 1 lakh crore market-cap: 13 companies enter the niche club in 2021, check out the list. Buy Cyient; target of Rs 825: ICICI Direct. Lockdown impact: FPIs pulls out money from these 10 sectors in April, where is smart money moving?. We expect Nifty50 to breakout and hit 15600 levels: Sacchitanand Uttekar. HDFC Securities picks these 9 mid and smallcap stocks for long term. JSPL shares hit 52-week high on prepayment to lenders, plans to become net debt free. Supply shortage, soaring demand drive up commodity prices, Shankar Sharma explains backwardation in lumber and tin. Vivimed Labs shares hit upper circuit on govt nod to manufacture, market Favipiravir tablet to treat COVID-19. D-Street Buzz: Pharma stocks rise led by Dr Reddy's Labs, Cadila Health; Glenmark hits new 52-week high. Hero MotoCorp share price falls; here's what brokerages said post Q4 nos. The worst may not yet be over for Bandhan Bank even after weak Q4 show. Avenue Supermarts: Good result, but when should one buy the stock?. Technical trades: 10 buy ideas from experts for next 3-4 weeks. DCB Bank share price rises after reporting 13% increase in Q4 net profit to Rs 78 crore. FIIs moving to safer markets like South Korea and Taiwan due to rising COVID cases in india: Dr VK Vijayakumar of Geojit Financial Services. What should investors do with UltraTech Cement post Q4 result: buy, sell or hold?. What should investors do with Bandhan Bank after Q4 results: buy, sell or hold?. What should investors do with Avenue Supermarts post Q4 results: buy, sell or hold?. What should investors do with HDFC post Q4 results: buy, sell or hold?. Sell USDINR; target of: 73.50 - 73.35 : ICICI Direct. Hot Stocks | Here's why LIC Housing Finance and Glenmark Pharma are top buys
2021-05-09	3 stock ideas for next week: Nifty may march towards 15,000. Movers & Shakers | Top 10 stocks that moved the most last week. Dhanuka Agritech, Kaveri Seed & Torrent Power can rally over 10% in short term: Aditya Agarwala of YES SECURITIES. Mother’s Day 2021: Gift your mother financial fitness with these 5 stocks. For Nifty, 15,000 is a crucial level, expect the index to be in a range for now: Ashish Chaturmohta of Sanctum Wealth
2021-05-08	HDFC’s resilient performance in FY21 makes it a must-own financial conglomerate. Short-term investors advised to keep stop loss of 31,800 and target of 34,400 for Bank Nifty; here's why. May could be tight for markets as FIIs and DIIs take opposite stance: Nirali Shah of Samco Securities. HDFC Securities bets on these 12 largecaps for long term investment. Small & midcap stocks outperform: 49 stocks in BSE500 rose 10-30% in a week. Look out for these red flags while evaluating a company in times of COVID
2021-05-07	Ideas for profit | Coforge: Top mid-cap IT pick. Gainers & Losers: 10 stocks that moved most on May 7. After The Bell | Nifty back above 50-SMA, what should investors do on Monday?. Buy Fineotex Chemical; target of Rs 120: Hem Securities. JSW Steel shares gain over 3% on JV with JFE Steel. Bulls can regain control if Nifty holds on to 14,415 in 15-minute cycle: Ashish Kyal. Watch: Rakesh Jhunjunwala’s latest portfolio recast. These 5 smallcaps turned multibaggers in 2021. Raymond stock price jumps 5% on Q4 net profit of Rs 58 crore. FIIs reduce stake in over 30 companies that rose 100-500% in FY21; time to book profits?. Tata Consumer shares fall 5% on missing expectations in Q4; global brokerage remains underweight. Why Coforge is our favourite midcap IT pick. Hero MotoCorp share price jumps 2% on robust Q4 results; Citi maintains buy. Tata Steel shares hit 52-week high after foreign brokerages raise target price. Buy USDINR; target of: 74.25 - 74.35 : ICICI Direct. Weekly Tactical Pick | Goldiam International. Trade Spotlight: What should investors do with Tata Steel, Coforge & Aarti Drugs?. DAILY VOICE | Pramod Gubbi of Marcellus lists 3 characteristics to look for in long-term wealth creators. Buzzing Stocks: Adani Power, HDFC, UltraTech Cement and others that will be in focus today. Hot Stocks: BHEL, BEL & Ajanta Pharma top stocks to buy for short term
2021-05-06	Ideas for profit | Adani Ports & SEZ: Do current valuations leave room for appreciation?. Gainers & Losers: 10 stocks that moved most on May 6. Taking Stock | Market extends gains as Sensex crosses 49,000; metal stocks gain. After The Bell: Nifty back above 14700; what should investors do on Friday?. How to invest through one of the toughest years of the financial market?. Portfolio Rejig: Rakesh Jhunjhunwala cuts stake in 7 companies in March quarter. Coforge shares jump 14% to hit 52-week high on robust Q4 numbers; Board declares dividend. Experts see these 9 stocks to benefit the most from RBI measures to support economy. KRChoksey is bullish on these 6 stocks for a upside of up to 16%. Buy USDINR; target of: 74.35 - 74.50 : ICICI Direct. IDBI Bank share price jumps 9% on CCEA nod for disinvestment. What should investors do with Tata Steel post Q4 results: Buy, sell or hold?. Trade Spotlight: What should investors do with GE Shipping, Lupin & Cadila Healthcare?. Buzzing Stocks: Hero Moto, Cipla, Wipro and others that will be in focus today. Hot Stocks: SBI, Divi's Laboratories and Glenmark top stocks to buy; here’s why
2021-05-05	After The Bell: RBI lifts market mood, what should investors do on Thursday?. Gainers & Losers: 10 stocks that moved most on May 5. Taking Stock | Market gains on RBI relief measures; pharma stocks outperform. Nifty likely to head towards 15400 soon; ICICIdirect lists 20 'bargain buys' from large & midcap space. Ujjivan SFB, Equitas SFB, AU SFB shares gain 4-6% on RBI's SLTRO for small finance banks. Healthcare stocks in focus after RBI announces term liquidity facility of Rs 50K crore to boost healtcare infra. RBL Bank – Risk takers’ stock to play post-COVID recovery. Buy USDINR; target of: 74.55 - 74.65: ICICI Direct. D-Street Buzz: Banking stocks edge higher after RBI measures to counter 2nd COVID wave; PSU banks lead. Hikal share price locked at 10% upper circuit on multi product deal with global pharma. What should investors do with RBL Bank after Q4 numbers: buy, sell or hold?. Tata Steel share price hits new 52-week high on expectations of robust earnings in Q4 FY21. What should investors do with Adani Ports post Q4 results: Buy, sell or hold?. What Warren Buffett said about Crypto, Robinhoods, and SPACs in May AGM. Trade Spotlight: What should investors do with Tata Elxsi, Tata Consumer & Rushil Décor?. DAILY VOICE | Market willing to give higher multiple to firms that can deliver higher growth: Srinivas Rao Ravuri of PGIM India MF. Buzzing Stocks: Tata Steel, Greaves Cotton, HAL and others that will be in focus today. Hot Stocks: Bharti Airtel, GE Shipping & Naukri top stocks to buy for short term
2021-05-04	After The Bell: Nifty below 14,500, what should investors do on Wednesday?. Gainers & Losers: 10 stocks that moved most on May 4. Buy Share India Securities; target of Rs 425: Hem Securities. These 17 FII favourites rose 100-1000% in FY21; do you own any?. Varun Beverages share price gains 5% on robust Q1 numbers, bonus share approval. Use the correction, bet on these 8 stocks to add strength to your portfolio. Adani Ports share price rises 2% ahead of Q4 earnings. Kotak Bank – One of the best core portfolio stocks despite all the noise. We do not expect the markets to correct more than 5% from here: Unmesh Kulkarni of Julius Baer India. ICICI Bank shrugs off RBI penalty, share price rises nearly 2%. Trent: Near-term headwind an opportunity for long-term investors. Globe Capital Market picks these 5 investment ideas for next 12 months. What should investors do with SBI Life Insurance after Q4 earnings: buy, sell or hold?. What should investors do with Kotak Mahindra Bank post Q4 earnings: buy, sell or hold?. Agri Picks Report: Geojit. Buy USDINR; target of: 74.50 - 74.60: ICICI Direct. Top 14 things to know before the market opens. Hot Stocks: NOCIL, S H Kelkar & Aegis top stocks to buy from small & midcaps space
2021-05-03	After The Bell: Nifty recovers smartly to reclaim 14,600, what should investors do on Tuesday?. Gainers & Losers: 10 stocks that moved most on May 3. Metal index rallies 24% in April; 9 out of 10 stocks rose 10-50% in a month. Supreme Industries share price hits 52-week high on robust Q4 numbers. Which AMC stock to bet on at a time domestic flows are set to improve in FY22?. Adani Ports rises 4% on robust operational performance in April. TVS Motor share price slips 2% post April sales data. Foreign brokerages cut target price on these 5 stocks; do you own any?. How to safeguard your portfolio in times of COVID. Steel Strips Wheels share price rises 5% on 2nd highest net turnover in April. Yes Bank Q4: Why saying yes may be premature. IndusInd Bank – a candidate to ride the post COVID recovery. Nifty could bounce back to hit highs: 10 buy ideas from experts for May series. Buy USDINR; target of: 74.45 - 74.60: ICICI Direct. What should investors do with RIL post Q4 earnings; buy, sell or hold?. Indian Hotels: Look beyond near-term hiccups. Natco Pharma share price up over 4% on emergency approval for COVID-19 medicine. What should investors do with IndusInd Bank post Q4 results: buy, sell or hold?. BJP's defeat in West Bengal, TN may have a negative impact on market, but larger trend remains intact. Top 12 things to know before the market opens. DAILY VOICE | If COVID situation prolongs, Nifty FY22 EPS growth may fall short: Deepak Jasani of HDFC Securities. Hot Stocks | Here's why ONGC is a buy and HCL Tech is a sell for the short term
2021-05-02	Break below 14,600 may cause mild profit-booking; 3 stocks to bet on for next week. If Nifty holds 14,300, there are chances of index touching record high in May series: Mehul Kothari of Anand Rathi. Movers & Shakers | Top 10 stocks that moved the most last week
2021-05-01	More than Rs 3 lakh crore of wealth is managed by PMS: How do the ultra-rich invest?. These Nifty companies announced March quarter results this week, take a look. 'We are cautious on market in May; 15,000 likely to act as crucial resistance this month'. Why this safe but steady compounding idea from the midcap space deserves attention. Smaller stocks outshine Sensex & Nifty: Over 80 stocks in smallcap index rise 10-30% in a week
2021-04-30	In Charts| The journey of Bajaj Auto stock under Rahul Bajaj. Sensex dives 983 points on Day 1 of May series: Time to turn cautious or stay put?. How India Inc is helping in battle against COVID-19. There are risks but we are in midst of a bull market, says Ridham Desai of Morgan Stanley India. Dr Reddy's Laboratories shares rise 2% on launch of Albendazole tablets in US. Ambuja Cements reports standalone profit at Rs 665 crore: Should you buy, sell or hold the stock?. Cooling products see high demand due to pre-buying ahead of potential price hike. FOMO is keeping markets volatile, use dips to add quality stocks in May series: Mohit Nigam of Hem Securities. Weekly Tactical Pick – HCL Tech. COVID impact on May series! Traders should refrain from carrying long positions. Analysts price in economic impact of second COVID wave: Here are 14 stocks for stable returns. Titan: COVID uncertainty clouds near-term outlook, wait for better entry price. What should investors do with Titan Company post Q4 results: buy, sell or hold?. What should investors do with HUL after Q4 results: buy, sell or hold?. Buy USDINR; target of: 74.45 - 74.60: ICICI Direct. Trade Spotlight: What should investors do with JSW Steel, SAIL & Tata Steel?. Top 13 things to know before the market opens. DAILY VOICE | Use sharp fall in BFSI stocks to accumulate: Naveen Kulkarni of Axis Securities. Hot Stocks: JK Paper, Axis Bank and Aegis Logistics top stocks to buy for May series
2021-04-29	After The Bell: Sensex fails to hold on to 50k, what should investors do on Friday?. Gainers & Losers: 10 stocks that moved most on April 29. Taking Stock: Indices end higher for 4th straight day amid monthly expiry. These six stocks that FIIs, MFs bet on have turned multibaggers in 2021. Tata Communications share price falls 3% on weak Q4 numbers. Steel Strips Wheels share price gains 3% on export orders. Sit tight, Nifty may see record highs in May but 15,000 will act as a hurdle, say experts. With monsoon likely to be normal this year, these 12 stocks can give up to 52% return. Gold Price Today: Yellow metal trades higher post Fed meet; Silver May futures rally over 1%. RIL share price rises 2% on reports of revival of talks with Saudi Aramco for stake sale. Agri Picks Report: Geojit. Sell USDINR; target of: 74.60 - 74.50: ICICI Direct. DAILY VOICE | DIY approach to investing is risky, will fade away when the market falls: Arun Malhotra of CapGrow Capital. Trade Spotlight: What should investors do with Bajaj Finance, TVS Motor?. Buzzing Stocks | HUL, Titan, Bombay Dyeing and others that will be in the news today. Top 13 things to know before the market opens. Hot Stocks: Jubilant FoodWorks, Tata Coffee, & Escorts top bets for May series
