Ideas for profit | Coforge: Top mid-cap IT pick. Gainers & Losers: 10 stocks that moved most on May 7. After The Bell | Nifty back above 50-SMA, what should investors do on Monday?. Buy Fineotex Chemical; target of Rs 120: Hem Securities. JSW Steel shares gain over 3% on JV with JFE Steel. Bulls can regain control if Nifty holds on to 14,415 in 15-minute cycle: Ashish Kyal. Watch: Rakesh Jhunjunwala’s latest portfolio recast. These 5 smallcaps turned multibaggers in 2021. Raymond stock price jumps 5% on Q4 net profit of Rs 58 crore. FIIs reduce stake in over 30 companies that rose 100-500% in FY21; time to book profits?. Tata Consumer shares fall 5% on missing expectations in Q4; global brokerage remains underweight. Why Coforge is our favourite midcap IT pick. Hero MotoCorp share price jumps 2% on robust Q4 results; Citi maintains buy. Tata Steel shares hit 52-week high after foreign brokerages raise target price. Buy USDINR; target of: 74.25 - 74.35 : ICICI Direct. Weekly Tactical Pick | Goldiam International. Trade Spotlight: What should investors do with Tata Steel, Coforge & Aarti Drugs?. DAILY VOICE | Pramod Gubbi of Marcellus lists 3 characteristics to look for in long-term wealth creators. Buzzing Stocks: Adani Power, HDFC, UltraTech Cement and others that will be in focus today. Hot Stocks: BHEL, BEL & Ajanta Pharma top stocks to buy for short term	1
Ideas for profit | Adani Ports & SEZ: Do current valuations leave room for appreciation?. Gainers & Losers: 10 stocks that moved most on May 6. Taking Stock | Market extends gains as Sensex crosses 49,000; metal stocks gain. After The Bell: Nifty back above 14700; what should investors do on Friday?. How to invest through one of the toughest years of the financial market?. Portfolio Rejig: Rakesh Jhunjhunwala cuts stake in 7 companies in March quarter. Coforge shares jump 14% to hit 52-week high on robust Q4 numbers; Board declares dividend. Experts see these 9 stocks to benefit the most from RBI measures to support economy. KRChoksey is bullish on these 6 stocks for a upside of up to 16%. Buy USDINR; target of: 74.35 - 74.50 : ICICI Direct. IDBI Bank share price jumps 9% on CCEA nod for disinvestment. What should investors do with Tata Steel post Q4 results: Buy, sell or hold?. Trade Spotlight: What should investors do with GE Shipping, Lupin & Cadila Healthcare?. Buzzing Stocks: Hero Moto, Cipla, Wipro and others that will be in focus today. Hot Stocks: SBI, Divi's Laboratories and Glenmark top stocks to buy; here’s why	-1
After The Bell: RBI lifts market mood, what should investors do on Thursday?. Gainers & Losers: 10 stocks that moved most on May 5. Taking Stock | Market gains on RBI relief measures; pharma stocks outperform. Nifty likely to head towards 15400 soon; ICICIdirect lists 20 'bargain buys' from large & midcap space. Ujjivan SFB, Equitas SFB, AU SFB shares gain 4-6% on RBI's SLTRO for small finance banks. Healthcare stocks in focus after RBI announces term liquidity facility of Rs 50K crore to boost healtcare infra. RBL Bank – Risk takers’ stock to play post-COVID recovery. Buy USDINR; target of: 74.55 - 74.65: ICICI Direct. D-Street Buzz: Banking stocks edge higher after RBI measures to counter 2nd COVID wave; PSU banks lead. Hikal share price locked at 10% upper circuit on multi product deal with global pharma. What should investors do with RBL Bank after Q4 numbers: buy, sell or hold?. Tata Steel share price hits new 52-week high on expectations of robust earnings in Q4 FY21. What should investors do with Adani Ports post Q4 results: Buy, sell or hold?. What Warren Buffett said about Crypto, Robinhoods, and SPACs in May AGM. Trade Spotlight: What should investors do with Tata Elxsi, Tata Consumer & Rushil Décor?. DAILY VOICE | Market willing to give higher multiple to firms that can deliver higher growth: Srinivas Rao Ravuri of PGIM India MF. Buzzing Stocks: Tata Steel, Greaves Cotton, HAL and others that will be in focus today. Hot Stocks: Bharti Airtel, GE Shipping & Naukri top stocks to buy for short term	-1
After The Bell: Nifty below 14,500, what should investors do on Wednesday?. Gainers & Losers: 10 stocks that moved most on May 4. Buy Share India Securities; target of Rs 425: Hem Securities. These 17 FII favourites rose 100-1000% in FY21; do you own any?. Varun Beverages share price gains 5% on robust Q1 numbers, bonus share approval. Use the correction, bet on these 8 stocks to add strength to your portfolio. Adani Ports share price rises 2% ahead of Q4 earnings. Kotak Bank – One of the best core portfolio stocks despite all the noise. We do not expect the markets to correct more than 5% from here: Unmesh Kulkarni of Julius Baer India. ICICI Bank shrugs off RBI penalty, share price rises nearly 2%. Trent: Near-term headwind an opportunity for long-term investors. Globe Capital Market picks these 5 investment ideas for next 12 months. What should investors do with SBI Life Insurance after Q4 earnings: buy, sell or hold?. What should investors do with Kotak Mahindra Bank post Q4 earnings: buy, sell or hold?. Agri Picks Report: Geojit. Buy USDINR; target of: 74.50 - 74.60: ICICI Direct. Top 14 things to know before the market opens. Hot Stocks: NOCIL, S H Kelkar & Aegis top stocks to buy from small & midcaps space	-1
After The Bell: Nifty recovers smartly to reclaim 14,600, what should investors do on Tuesday?. Gainers & Losers: 10 stocks that moved most on May 3. Metal index rallies 24% in April; 9 out of 10 stocks rose 10-50% in a month. Supreme Industries share price hits 52-week high on robust Q4 numbers. Which AMC stock to bet on at a time domestic flows are set to improve in FY22?. Adani Ports rises 4% on robust operational performance in April. TVS Motor share price slips 2% post April sales data. Foreign brokerages cut target price on these 5 stocks; do you own any?. How to safeguard your portfolio in times of COVID. Steel Strips Wheels share price rises 5% on 2nd highest net turnover in April. Yes Bank Q4: Why saying yes may be premature. IndusInd Bank – a candidate to ride the post COVID recovery. Nifty could bounce back to hit highs: 10 buy ideas from experts for May series. Buy USDINR; target of: 74.45 - 74.60: ICICI Direct. What should investors do with RIL post Q4 earnings; buy, sell or hold?. Indian Hotels: Look beyond near-term hiccups. Natco Pharma share price up over 4% on emergency approval for COVID-19 medicine. What should investors do with IndusInd Bank post Q4 results: buy, sell or hold?. BJP's defeat in West Bengal, TN may have a negative impact on market, but larger trend remains intact. Top 12 things to know before the market opens. DAILY VOICE | If COVID situation prolongs, Nifty FY22 EPS growth may fall short: Deepak Jasani of HDFC Securities. Hot Stocks | Here's why ONGC is a buy and HCL Tech is a sell for the short term	1
In Charts| The journey of Bajaj Auto stock under Rahul Bajaj. Sensex dives 983 points on Day 1 of May series: Time to turn cautious or stay put?. How India Inc is helping in battle against COVID-19. There are risks but we are in midst of a bull market, says Ridham Desai of Morgan Stanley India. Dr Reddy's Laboratories shares rise 2% on launch of Albendazole tablets in US. Ambuja Cements reports standalone profit at Rs 665 crore: Should you buy, sell or hold the stock?. Cooling products see high demand due to pre-buying ahead of potential price hike. FOMO is keeping markets volatile, use dips to add quality stocks in May series: Mohit Nigam of Hem Securities. Weekly Tactical Pick – HCL Tech. COVID impact on May series! Traders should refrain from carrying long positions. Analysts price in economic impact of second COVID wave: Here are 14 stocks for stable returns. Titan: COVID uncertainty clouds near-term outlook, wait for better entry price. What should investors do with Titan Company post Q4 results: buy, sell or hold?. What should investors do with HUL after Q4 results: buy, sell or hold?. Buy USDINR; target of: 74.45 - 74.60: ICICI Direct. Trade Spotlight: What should investors do with JSW Steel, SAIL & Tata Steel?. Top 13 things to know before the market opens. DAILY VOICE | Use sharp fall in BFSI stocks to accumulate: Naveen Kulkarni of Axis Securities. Hot Stocks: JK Paper, Axis Bank and Aegis Logistics top stocks to buy for May series	-1
After The Bell: Sensex fails to hold on to 50k, what should investors do on Friday?. Gainers & Losers: 10 stocks that moved most on April 29. Taking Stock: Indices end higher for 4th straight day amid monthly expiry. These six stocks that FIIs, MFs bet on have turned multibaggers in 2021. Tata Communications share price falls 3% on weak Q4 numbers. Steel Strips Wheels share price gains 3% on export orders. Sit tight, Nifty may see record highs in May but 15,000 will act as a hurdle, say experts. With monsoon likely to be normal this year, these 12 stocks can give up to 52% return. Gold Price Today: Yellow metal trades higher post Fed meet; Silver May futures rally over 1%. RIL share price rises 2% on reports of revival of talks with Saudi Aramco for stake sale. Agri Picks Report: Geojit. Sell USDINR; target of: 74.60 - 74.50: ICICI Direct. DAILY VOICE | DIY approach to investing is risky, will fade away when the market falls: Arun Malhotra of CapGrow Capital. Trade Spotlight: What should investors do with Bajaj Finance, TVS Motor?. Buzzing Stocks | HUL, Titan, Bombay Dyeing and others that will be in the news today. Top 13 things to know before the market opens. Hot Stocks: Jubilant FoodWorks, Tata Coffee, & Escorts top bets for May series	-1
Gainers & Losers: 10 stocks that moved most on April 28. After The Bell: Nifty back above 50-SMA; what should investors do on Thursday?. Morepen Laboratories share price rises 8% on investment plan approval. Brokerages upgrade rating to 'buy' on these 8 stocks post Q4 results. These 8 low-priced stocks gained over 80% in 4 months, do you own any?. Axis Bank: Relatively better placed to face the COVID second wave?. TVS Motor Company shares hit 52-week high on robust Q4 results. Bajaj Finance Q4 show stable, progress on digital plans will drive the stock. Rakesh Jhunjhunwala Portfolio: Big Bull raises stake in 5 companies in March quarter. Info Edge shares rise 3% on plans to offload stake worth Rs 750 crore in Zomato. Buy USDINR; target of: 74.80 - 74.90: ICICI Direct. What should investors do with Axis Bank after Q4 results: buy, sell or hold?. Trade Spotlight: What should investors do with Alkyl Amines, Balaji Amines & Vinati Organics?. DAILY VOICE | A 60-40 split between large, mid/small-cap is optimal amid uncertainty: Anand Shah of ICICI Prudential AMC. Top 10 things to know before the market opens. Buzzing Stocks | Axis Bank, Britannia, Bajaj Finance and others  shares that will be in news today. Hot Stocks: Here’s why Laxmi Organics, D-Mart & Welspun Corp can rally 10-17%	1
After The Bell: Nifty back above 14,600, what should investors do on Wednesday?. Gainers & Losers: 10 stocks that moved most on April 27. Taking Stock: Market rises 1% for second straight day; metal, financials stock lead. ICICI Securities picks 19 ‘buy’ opportunities in NSE200 based on MILTGV framework. Gateway Distriparks share price rises 6% on robust Q4 results. Powered by impressive quarterly sales, these 7 stocks have turned multibaggers in a year. Buy HCL Technologies: target of Rs 1200: Sharekhan. Nearly 50% of new listings fall below issue price; wait for earnings, say experts. Goldiam International share price jumps 6% on export orders worth Rs 70 crore. Nifty consolidates in 14,700-14,200 range, here are 3 stock ideas for short term. Axis Bank share price declines 2% ahead of March quarter earnings. Lockdown could hit revenues of small & medium enterprises in upcoming quarters: Mohit Nigam of Hem Securities. Discovery Series | Goldiam International: Add a gem to your portfolio. JSPL hits 52-week high on divestment of majority stake in subsidiary. Fundamental Picks | HDFC Securities is bullish on these 3 stocks for medium-term. What should investors do with HDFC Life after Q4 numbers: buy, sell or hold?. What should investors do with Tech Mahindra after Q4 numbers: buy, sell or hold?. Agri Picks Report: Geojit. Tech Mahindra – One of the best value buys in the IT space. Buy USDINR; target of: 75.00 - 75.20: ICICI Direct. Buzzing Stocks | Maruti Suzuki, Tech Mahindra, HDFC Life and others that will be in focus today. Top 10 things to know before the market opens. Trade Spotlight: What should investors do with ICICI Prudential, JSW Steel & SAIL?. Hot Stocks: Greenply Industries, Polycab & Indoco Remedies could give over 10% return in next 3-4 weeks	1
Ideas For Profit | ICICI Bank: FY21 results indicate growth story to continue. After The Bell: Sensex back above 48,000, what should investors do on Tuesday?. Gainers & Losers: 10 stocks that moved most on April 26. Buy HCL Technologies; target of Rs 1140: Dolat Capital Market. Accumulate Indus Towers; target of Rs 279: Dolat Capital Market. Coffee Day Enterprises shares locked in 5% lower circuit on re-listing day, experts say avoid. BofA Securities picks 9 themes, stocks that can benefit from India's push to cut emissions. MphasiS shares jump 6% after Blackstone commits up to $2.8 billion to acquire controlling stake in firm. If Nifty goes past 14,460, doors will open for 15,000: Ashish Chaturmohta of Sanctum Wealth Management. Natco Pharma seeks approval for COVID drug candidate Molnupiravir; shares jump 7%. As states extend lockdown, here are 6 COVID-proof stocks. Will ICICI Bank stock price mirror the stellar earnings of the lender in FY21?. What should investors do with HCL Technologies post Q4 earnings: Buy, sell or hold?. What should investors do with ICICI Bank after Q4 numbers—buy, sell or hold?. HCL Tech: Why is it a long-term buy despite a soft quarter?. RIL and BP start up second deepwater gas field in India's KG D6 block; shares jump over 1%. Agri Picks Report: Geojit. Buy USDINR; target of: 75.25 - 75.40: ICICI Direct. Here is what brokerages say about ICICI Securities post-Q4 numbers. DAILY VOICE | Possibility of some consolidation in near term; FMCG, pathology stocks likely to do well: Jay Thakkar of Marwadi Shares. Hot Stocks | Aarti Industries, Escorts are two trading ideas for the short term	-1
After The Bell: Nifty closes below 14,400, what should investors do on Monday?. Gainers & Losers: 10 stocks that moved most on April 23. Cadila Healthcare shares climb 4% on receiving DCGI approval for a COVID-19 drug. As second wave of COVID-19 may hamper some economic growth in FY22, buy these 8 stocks amid correction. Buy Cyient; target of Rs 810: Motilal Oswal. Buy Dabur India: target of Rs 675: Sharekhan. Buy UltraTech Cement: target of Rs 8000: Sharekhan. Buy Cyient target of Rs 825: Prabhudas Lilladher. Tata Elxsi share price hits new 52-week high after Q4 profit jumps 40%. Power Grid shares rise 4% on plans to launch Rs 7,700 crore InvIT IPO. Over 100 small and midcap stocks down 20-50% from recent highs. What you should do, per analysts. Agri Picks Report: Geojit. How the FY22 outlook differs for ICICI's insurance units. Buy USDINR; target of: 75.45 - 75.70: ICICI Direct. Trade Spotlight: What should investors do with Suven Pharma, Balrampur Chini & Wipro?. DAILY VOICE | Robust corporate earnings may not be sustainable if COVID impacts demand and jobs: Satish Ramanathan of JM Financial AMC. Hot Stocks | Apollo Hospitals, Jindal Steel & Power can give up to 18% return in short term	1
